"","lon","lat","DESTINATION"
"138",12.3730747,51.3396955,"Leipzig"
"139",8.7575093,51.7189205,"Paderborn"
"140",9.7372649,49.1124645,"Schwaebisch Hall"
"141",11.4257541,48.7665351,"Ingolstadt"
"142",6.4428041,51.1804572,"Monchengladbach"
"143",10.1801883,47.9837999,"Memmingen"
"144",11.07675,49.45203,"Nurnberg"
"145",13.2779269,53.5678292,"Neubrandenburg"
"146",11.7820495,53.4321443,"Schwerin/Parchim"
"147",9.7320104,52.3758916,"Hannover"
"148",12.0991466,54.0924406,"Rostock"
"149",8.6633158,49.9663895,"Egelsbach"
"150",6.9969327,49.2401572,"Saarbrucken"
"151",8.0471788,52.2799112,"Munster/Osnabruck"
"152",7.5545404,49.445759,"Ramstein"
"153",6.1968442,51.6266679,"Weeze"
"154",13.7372621,51.0504088,"Dresden"
"155",11.0298799,50.9847679,"Erfurt"
"156",9.931607,48.7932273,"Heubach"
"157",13.3911032,52.4575526,"Berlin/Tempelhof"
"158",8.2397608,50.0782184,"Wiesbaden"
"159",10.4691602,50.9959955,"Eisenach-Kindel"
"160",7.8781487,48.33915,"Lahr"
"161",9.4800113,47.6617648,"Friedrichshafen"
"162",10.6865593,53.8654673,"Lubeck"
"163",7.15744,51.64802,"Marl-Loemuehle"
"164",7.3634022,49.2450528,"Zweibruecken"
"165",7.6261347,51.9606649,"Munster"
"166",8.4660395,49.4874592,"Mannheim"
"167",22.9444191,40.6400629,"Thessaloniki"
"168",28.2174829,36.4349631,"Rhodos"
"169",-83.357567,33.9519347,"Athens"
"170",27.2877228,36.8915064,"Kos"
"171",23.9484156,37.9356467,"Athens/Eleftherios Venizelos"
"172",25.1442126,35.3387352,"Heraklion"
"173",19.9223461,39.6249838,"Corfu"
"174",24.0180367,35.5138298,"Chania"
"175",20.5692179,38.1753675,"Kefallinia"
"176",20.8988271,37.7881604,"Zakinthos"
"177",20.7866063,45.1611659,"Samos"
"178",22.1141264,37.0422371,"Kalamata"
"179",25.4615092,36.3931562,"Santorini"
"180",20.8537466,39.6650288,"Ioannina"
"181",25.873962,40.8457193,"Alexandropolis"
"182",26.1363457,38.3709813,"Chios"
"183",27.2121995,35.507574,"Karpathos"
"184",24.412866,40.937607,"Kavala"
"185",NA,NA,"La Ceiba/Golosen Int. Airport"
"186",17.1687979,46.7159777,"Sarmellek"
"187",21.6273123,47.5316049,"Debrecen"
"188",18.232266,46.0727345,"Pecs"
"189",17.808611,47.6283,"Gyor-Per"
"190",18.9675223,47.3187057,"Tokol"
"191",-22.5582716,63.9997549,"Keflavik"
"192",72.8776559,19.0759837,"Mumbai"
"193",77.1024902,28.7040592,"Delhi"
"194",72.5713621,23.022505,"Ahmedabad"
"195",51.915703,35.703499,"Teheran/Mehrabad"
"196",51.3875136,35.6881642,"Teheran/Imam Khomain"
"197",44.3614875,33.3128057,"Bagdad"
"198",-6.2603097,53.3498053,"Dublin"
"199",-8.4863157,51.8968917,"Cork"
"200",-88.7117181,34.1162203,"Shannon"
"201",34.7817676,32.0852999,"Tel Aviv"
"202",14.2681244,40.8517746,"Napoli"
"203",15.0830304,37.5078772,"Catania"
"204",16.8718715,41.1171432,"Bari"
"205",13.3612671,38.1156879,"Palermo"
"206",9.5760489,45.8082694,"Milan/Bergamo"
"207",12.2430437,45.6668893,"Treviso"
"208",12.0407312,44.2227398,"Forli"
"209",12.3155151,45.4408474,"Venice"
"210",8.7255307,45.6300625,"Milan/Malpensa"
"211",15.6472914,38.1113006,"Reggio Calabria"
"212",9.4964429,40.9235764,"Olbia"
"213",11.3426163,44.494887,"Bologna"
"214",11.2558136,43.7695604,"Firenze"
"215",10.3279036,44.801485,"Parma"
"216",8.946256,44.4056499,"Genova"
"217",12.6021389,41.802425,"Rome/Ciampino"
"218",13.518915,43.6158299,"Ancona"
"219",10.3928713,45.4148389,"Brescia/Montichiari"
"220",12.5695158,44.0678288,"Rimini"
"221",8.3192949,40.5579517,"Alghero"
"222",10.4016888,43.7228386,"Pisa"
"223",10.9916215,45.4383842,"Verona"
"224",12.2397117,41.7735409,"Rome/Fiumicino"
"225",11.1123634,42.7635254,"Grosseto"
"226",11.3547582,46.4982953,"Bolzano"
"227",13.7768182,45.6495264,"Trieszt"
"228",7.6868565,45.070312,"Torino"
"229",9.1216613,39.2238411,"Cagliari"
"230",16.3092719,38.962912,"Lamezia-Terme"
"231",12.3908279,43.1107168,"Peruggia"
"232",9.2720947,45.4451354,"Milan/Linate"
"233",14.2160898,42.4617902,"Pescara"
"234",73.1777375,19.2040505,"Kansai"
"235",130.4017155,33.5903547,"Fukuoka"
"236",139.7319925,35.7090259,"Tokyo/City"
"237",140.1025642,39.7200079,"Akita"
"238",140.8693558,38.268215,"Sendai"
"239",136.906398,35.1814464,"Nagoya"
"240",130.7078911,32.8031004,"Kumamoto"
"241",140.7473647,40.822072,"Aomori"
"242",134.046574,34.3427879,"Takamatsu"
"243",141.650876,42.8209577,"Sapporo/New Chitose"
"244",133.9195019,34.6551456,"Okayama"
"245",131.2467858,33.9515087,"Ube"
"246",140.4747282,37.7608337,"Fukushima"
"247",141.3543763,43.0620958,"Sapporo"
"248",35.994232,31.7202574,"Amman/Queen Alia"
"249",35.0063209,29.5320522,"Aqaba"
"250",35.9801855,31.9777666,"Amman/Marka"
"251",51.5310398,25.2854473,"Doha"
"252",51.316563,25.11792,"Ai Udeid"
"253",57.166978,50.2839339,"Aktyubinsk"
"254",74.5697617,42.8746212,"Bishkek"
"255",51.9238373,47.0944959,"Atyrau"
"256",76.8512485,43.2220146,"Almaty"
"257",74.6366331,42.9103489,"Bishkek/Manas-Frunze"
"258",39.6682065,-4.0434771,"Mombasa"
"259",47.481766,29.31166,"Kuwait"
"260",24.1051864,56.9496487,"Riga"
"261",35.5017767,33.8937913,"Beyrut"
"262",23.9035965,54.8985207,"Kaunas"
"263",25.2796514,54.6871555,"Vilnius"
"264",6.129583,49.815273,"Luxemburg"
"265",20.1879106,32.0947711,"Benghazi"
"266",13.275945,32.893585,"Mitiga"
"267",13.1913383,32.8872094,"Tripoli"
"268",14.4490398,27.0087129,"Sebha"
"269",21.4279956,41.9973462,"Skopje"
"270",20.8016481,41.1230977,"Ohrid"
"271",101.686855,3.139003,"Kuala Lumpur"
"272",100.3287589,5.4141675,"Pennang"
"273",73.5093474,4.1754959,"Male"
"274",-8.0028892,12.6392316,"Bamako"
"275",14.5145528,35.8989085,"Valetta"
"276",57.552152,-20.348404,"Mauritius"
"277",-100.3161126,25.6866142,"Monterrey"
"278",-86.8515279,21.161908,"Cancun"
"279",-106.4111425,23.2494148,"Mazatlan"
"280",28.8638103,47.0104529,"Chisinau"
"281",19.2593642,42.4304196,"Podgorica"
"282",18.7066398,42.4349809,"Tivat"
"283",-9.5981072,30.4277547,"Agadir"
"284",-7.5948746,33.5918005,"Casablanca/Mohamed V"
"285",-5.8274965,35.7667309,"Tanger/Ibn Batouta"
"286",7.0498442,4.815554,"Port Harcourt International Airport/Omagwa Airport"
"287",11.1004153,60.1975501,"Oslo/Gardermoen"
"288",5.2679869,59.413581,"Haugesund"
"289",10.7522454,59.9138688,"Oslo"
"290",14.404916,67.2803556,"Bodo"
"291",6.149482,62.4722284,"Alesund"
"292",10.784197,59.3783741,"Oslo/Rygge"
"293",16.6992672,68.4607141,"Evenes"
"294",11.0220456,59.2438008,"Torp"
"295",5.3220544,60.3912628,"Bergen"
"296",5.7331073,58.9699756,"Stavanger"
"297",7.728079,63.1103346,"Kristiansund"
"298",8.0182064,58.1599119,"Kristiansand"
"299",18.9553238,69.6492047,"Tromso"
"300",10.3950528,63.4305149,"Trondheim"
"301",58.4059227,23.58589,"Muscat"
"302",54.1065864,17.0506675,"Salalah"
"303",67.0099388,24.8614622,"Karachi"
"304",19.9449799,50.0646501,"Krakkow"
"305",21.0122287,52.2296756,"Warszawa"
"306",17.0385376,51.1078852,"Wroclaw"
"307",19.0237815,50.2648919,"Katowice"
"308",21.4238101,50.287063,"Mielec"
"309",19.4559833,51.7592485,"Lodz"
"310",18.6466384,54.3520252,"Gdansk"
"311",14.5528116,53.4285438,"Szczecin"
"312",16.9251681,52.406374,"Poznan"
"313",21.9991196,50.0411867,"Rzeszow"
"314",16.8300624,52.4124527,"Poznan/Lawica"
"315",-9.1393366,38.7222524,"Lisbon"
"316",-16.9240554,32.6669328,"Funchal"
"317",-8.6291053,41.1579438,"Porto"
"318",26.076048,44.4937263,"Bucharest/Baneasa"
"319",24.5514392,46.5385862,"Tirgu Mures"
"320",21.3122677,46.1865606,"Arad"
"321",26.0835112,44.5671874,"Bucharest/Otopeni"
"322",21.2086793,45.7488716,"Timisoara"
"323",23.6236353,46.7712101,"Cluj Napoca"
"324",28.6348138,44.1598013,"Constanta"
"325",27.6014418,47.1584549,"Jaszvasar"
"326",22.2218641,45.413619,"Caransebes"
"327",21.9189438,47.0465005,"Oradea"
"328",24.1255826,45.7983273,"Sibiu"
"329",28.7914439,45.1716165,"Tulcea"
"330",26.2732302,47.6634521,"Suceava"
"331",37.4113426,55.9814648,"Moscow/Sheremetyevo"
"332",43.1238527,44.211675,"Mineralnye Vody"
"333",45.9608032,51.5923654,"Saratov"
"334",37.2664556,55.6010987,"Moscow/Vnukovo"
"335",-82.6267345,27.7518284,"St. Petersburg"
"336",39.701505,47.2357137,"Rostov"
"337",39.2088823,51.6754966,"Voronezh"
"338",39.8844708,57.6260744,"Yaroslavl"
"339",37.9024513,55.4103069,"Moscow/Domodedovo"
"340",44.5133034,48.708048,"Volgograd"
"341",82.9357327,55.0083526,"Novosibirsk"
"342",60.6057025,56.8389261,"Yekaterinburg"
"343",28.3344734,57.8166994,"Pskov"
"344",40.5601553,64.5472507,"Arhangelsk"
"345",34.41611,53.2635306,"Briansk"
"346",50.8339029,61.6478508,"Syktyvkar"
"347",49.6667983,58.6035321,"Kirov"
"348",135.0662599,48.5027313,"Habarovszk"
"349",59.0016233,53.4129429,"Magnitogorsk"
"350",107.607338,51.8238785,"Ulan Ude"
"351",48.3837914,54.3181598,"Ulianovsk"
"352",73.3242362,54.9884804,"Omsk"
"353",49.0660806,55.8304307,"Kazan"
"354",56.2667916,58.0296813,"Perm"
"355",38.987221,45.0392674,"Krasnodar"
"356",46.6752957,24.7135517,"Rijad"
"357",21.1655028,42.6629138,"Pristina"
"358",20.4489216,44.786568,"Belgrade"
"359",55.480396,-4.6826693,"Mahe Island"
"360",55.480396,-4.6826693,"Mahe Island/International"
"361",103.819836,1.352083,"Singapore"
"362",21.2610746,48.7163857,"Kosice"
"363",17.1077477,48.1485965,"Bratislava"
"364",19.1360232,48.6164496,"Sliac"
"365",14.5057515,46.0569465,"Ljubljana"
"366",15.6458812,46.5546503,"Maribor"
"367",-3.5951518,40.4653704,"Madrid/Barajas"
"368",2.1734035,41.3850639,"Barcelona"
"369",2.6501603,39.5696005,"Palma de Mallorca"
"370",-15.4362574,28.1235459,"Las Palmas"
"371",-8.5448445,42.8782132,"Santiago de Compostela"
"372",-5.9844589,37.3890924,"Sevilla"
"373",2.8214264,41.9794005,"Gerona"
"374",-0.8890853,41.6488226,"Zaragoza"
"375",1.4205983,38.9067339,"Ibiza"
"376",-3.8099803,43.4623057,"Santander"
"377",1.1055321,41.1498259,"Reus"
"378",-3.6678018,40.1929318,"Tenerife Sur"
"379",-4.4212655,36.721261,"Malaga"
"380",-2.9349852,43.2630126,"Bilbao"
"381",-1.6457745,42.812526,"Pamplona"
"382",38.15,10.533333,"Yerez"
"383",-4.7245321,41.652251,"Valladolid"
"384",-40.2957768,-20.2976178,"Vitoria"
"385",-8.7207268,42.2405989,"Vigo"
"386",-1.1306544,37.9922399,"Murcia"
"387",-3.4524429,40.941435,"Madrid/Torrejon"
"388",-5.8593267,43.3613953,"Asturias"
"389",-2.4637136,36.834047,"Almeria"
"390",-0.4906855,38.3459963,"Alicante"
"391",-106.0408792,24.3519393,"Ciudad"
"392",-0.3762881,39.4699075,"Valencia"
"393",-3.5985571,37.1773363,"Granada"
"394",-3.696906,42.3439925,"Burgos"
"395",-16.3434204,28.484511,"Tenerife Norte"
"396",32.5598994,15.5006544,"Kartum"
"397",13.003822,55.604981,"Malmo"
"398",17.8967802,59.6338076,"Stockholm/Arlanda"
"399",11.9112144,57.8039385,"Goteborg/Save"
"400",12.292314,57.668799,"Goteborg/Landvetter"
"401",15.2760229,56.210434,"Ronneby"
"402",13.5114977,59.4021806,"Karlstad"
"403",16.9153649,58.7890201,"Stockholm/Skavsta"
"404",18.29484,57.6348,"Visby"
"405",15.6213727,58.410807,"Linkoping"
"406",15.2134105,59.2752626,"Orebro"
"407",14.1617876,57.7826137,"Jonkoping"
"408",12.2858206,58.2834894,"Trollhattan"
"409",22.1567026,65.584819,"Lulea"
"410",17.306927,62.390811,"Sundsvall"
"411",17.9397131,59.3397832,"Stockholm/Bromma"
"412",7.5885761,47.5595986,"Basel"
"413",6.1431577,46.2043907,"Genf"
"414",8.541694,47.3768866,"Zurich"
"415",6.9405663,46.8220266,"Payerne (civil)"
"416",7.4474468,46.9479739,"Bern"
"417",6.8975851,52.7858037,"Emmen"
"418",7.360626,46.2331221,"Sion"
"419",36.2765279,33.5138073,"Damaskus"
"420",121.5654177,25.0329694,"Taipei"
"421",69.8001762,37.9273983,"Kulob"
"422",39.202641,-6.165917,"Zanzibar"
"423",37.8087693,-4.1336927,"Kilimandjaro"
"424",100.5017651,13.7563309,"Bangkok"
"425",98.3380884,7.9519331,"Phuket"
"426",5.4697225,51.441642,"Eindhoven"
"427",4.8951679,52.3702157,"Amsterdam"
"428",5.6909725,50.8513682,"Maastricht"
"429",6.5665018,53.2193835,"Groningen"
"430",4.4777325,51.9244201,"Rotterdam"
"431",10.8451467,33.8075978,"Djerba"
"432",10.8112885,35.7642515,"Monastir"
"433",10.1815316,36.8064948,"Tunisz"
"434",10.3750554,36.1341527,"Enfidha"
"435",10.766163,34.7478469,"Sfax"
"436",8.1229329,33.918534,"Tozeur"
"437",28.9783589,41.0082376,"Istambul"
"438",30.7133233,36.8968908,"Antalya"
"439",27.43054,37.034407,"Bodrum"
"440",39.7167633,41.0026969,"Trabzon"
"441",27.1520285,38.293763,"Izmir/Adnan Menderes"
"442",28.799991,36.76662,"Dalaman"
"443",35.3308285,36.9914194,"Adana"
"444",35.482597,38.720489,"Kayseri"
"445",32.983333,40.133333,"Ankara/Esenboga"
"446",29.3168603,40.905371,"Istambul/Sabiha Gokcen"
"447",29.650687,40.264198,"Bursa/Yenisehir"
"448",NA,NA,"Incirlik Air Base"
"449",58.3260629,37.9600766,"Ashgabat"
"450",32.463708,0.0511839,"Entebbe"
"451",-102.3676431,31.8456816,"Odessa"
"452",30.95615,50.3482,"Kyiv/Borispol"
"453",24.711117,48.922633,"Ivano Frankovsk"
"454",37.80285,48.015883,"Donetsk"
"455",30.4455726,50.3933862,"Kyiv/Zhuliany"
"456",35.046183,48.464717,"Dniepropetrovsk"
"457",36.230383,49.9935,"Harkov"
"458",25.9358367,48.2920787,"Chernovtsy"
"459",22.287883,48.6208,"Usgorod"
"460",35.139567,47.8388,"Zaporozhye"
"461",33.391783,47.910483,"Krivoy Rog"
"462",34.102417,44.952117,"Simferopol"
"463",30.5234,50.4501,"Kyiv/Antonov Airport/Gostomel Airport"
"464",31.994583,46.975033,"Nyikolaev"
"465",24.029717,49.839683,"Lvov"
"466",54.4999001,24.1848436,"Abu Dhabi/Al Dhafra"
"467",55.2707828,25.2048493,"Dubai"
"468",54.6972774,24.2991738,"Abu Dhabi"
"469",55.9761994,25.8006926,"Ras Al Khaimah"
"470",55.5136433,25.3223269,"Sharjah"
"471",56.2594033,25.5911171,"Al-Fujairah"
"472",-4.6142139,55.495587,"Prestwick"
"473",-71.1097335,42.3736158,"Cambridge"
"474",-2.094278,57.149717,"Aberdeen"
"475",-3.188267,55.953252,"Edinburgh"
"476",-86.80249,33.5206608,"Birmingham"
"477",-2.6153883,51.426761,"Bristol/Lulsgate"
"478",-71.4547891,42.9956397,"Manchester"
"479",-3.0356748,53.8175053,"Blackpool"
"480",-3.17909,51.481581,"Cardiff"
"481",-2.2012994,49.7220807,"Alderney Blaye"
"482",-0.4147402,51.8562406,"London/Luton"
"483",-0.1643593,51.1596116,"London/Gatwick"
"484",1.297355,52.6308859,"Norwich"
"485",-0.4542955,51.4700223,"London/Heathrow"
"486",-2.9915726,53.4083714,"Liverpool"
"487",-1.880769,50.719164,"Bournemouth"
"488",-1.2577263,51.7520209,"Oxford"
"489",0.2878857,51.3248623,"London/Stansted"
"490",-1.034798,51.1777448,"Lasham"
"491",-1.5490774,53.8007554,"Leeds"
"492",-1.61778,54.978252,"Newcastle"
"493",0.9335008,50.9556491,"London Ashford Airport/Lydd"
"494",-2.576467,51.507864,"Bristol/Filton"
"495",-0.014765,51.427447,"London/Southend"
"496",29.6035495,-19.0552009,"East Midlands"
"497",-5.93012,54.597285,"Belfast"
"498",-96.4562694,46.5078713,"Manston"
"499",-1.519693,52.406822,"Coventry"
"500",0.5156095,52.347568,"Mildenhall"
"501",-2.585278,49.465691,"Guernsey"
"502",-73.7781391,40.6413111,"New York/JFK"
"503",-94.5785667,39.0997265,"Kansas City"
"504",-79.9310512,32.7764749,"Charleston"
"505",-74.61849,40.0298354,"Fort Dix"
"506",-75.5243682,39.158168,"Dover"
"507",-76.6121893,39.2903848,"Baltimore"
"508",-83.555212,41.6639383,"Toledo"
"509",-74.1723667,40.735657,"Newark"
"510",-84.3879824,33.7489954,"Atlanta"
"511",-75.1652215,39.9525839,"Philadelphia"
"512",-95.3698028,29.7604267,"Houston"
"513",-68.7778138,44.8011821,"Bangor"
"514",-79.9958864,40.4406248,"Pittsburgh"
"515",-112.0740373,33.4483771,"Phoenix"
"516",-84.5120196,39.1031182,"Cincinnati"
"517",69.2400734,41.2994958,"Taskent"
"518",25.8255575,-17.9318052,"Victoria Falls"
